transaction_id,status,amount,sender,receiver,transaction_type,bank_amount,amount_variance,root_cause,recommended_action,execution_status,genai_insight
T0001322,balance_inconsistency,172298.0,C8979017,M9010131,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C8979017's starting/ending balances do not align with the ₹172,298.00 transaction amount."
T0001326,balance_inconsistency,51418.85,C1763304,M3164261,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1763304's starting/ending balances do not align with the ₹51,418.85 transaction amount."
T0001339,balance_inconsistency,241597.62,C5807515,M8607176,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5807515's starting/ending balances do not align with the ₹241,597.62 transaction amount."
T0001355,balance_inconsistency,8047.87,C4096598,C8895511,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C4096598's starting/ending balances do not align with the ₹8,047.87 transaction amount."
T0001364,balance_inconsistency,110704.73,C1159019,C5383408,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1159019's starting/ending balances do not align with the ₹110,704.73 transaction amount."
T0001386,balance_inconsistency,13940.67,C3928084,M7767553,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3928084's starting/ending balances do not align with the ₹13,940.67 transaction amount."
T0001420,balance_inconsistency,25495.39,C9952314,M7825349,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9952314's starting/ending balances do not align with the ₹25,495.39 transaction amount."
T0001446,balance_inconsistency,159633.89,C9637969,C8377540,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9637969's starting/ending balances do not align with the ₹159,633.89 transaction amount."
T0001451,balance_inconsistency,56407.3,C1461236,C6472588,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1461236's starting/ending balances do not align with the ₹56,407.30 transaction amount."
T0001470,balance_inconsistency,133660.71,C7283706,C3295156,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7283706's starting/ending balances do not align with the ₹133,660.71 transaction amount."
T0001474,balance_inconsistency,138084.76,C3718643,M8162154,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3718643's starting/ending balances do not align with the ₹138,084.76 transaction amount."
T0001477,balance_inconsistency,327083.4,C3074952,C6808461,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3074952's starting/ending balances do not align with the ₹327,083.40 transaction amount."
T0001483,balance_inconsistency,84490.46,C4733009,C8242558,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C4733009's starting/ending balances do not align with the ₹84,490.46 transaction amount."
T0001495,balance_inconsistency,61882.97,C5960423,C6219439,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5960423's starting/ending balances do not align with the ₹61,882.97 transaction amount."
T0001498,balance_inconsistency,51889.69,C8570832,C1763725,DEBIT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C8570832's starting/ending balances do not align with the ₹51,889.69 transaction amount."
T0001499,balance_inconsistency,20231.03,C5767618,M7699631,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5767618's starting/ending balances do not align with the ₹20,231.03 transaction amount."
T0001506,balance_inconsistency,254878.04,C5318770,C5181422,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5318770's starting/ending balances do not align with the ₹254,878.04 transaction amount."
T0001528,balance_inconsistency,61810.46,C9269407,C8110267,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9269407's starting/ending balances do not align with the ₹61,810.46 transaction amount."
T0001556,balance_inconsistency,11386.05,C7956435,M9656496,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7956435's starting/ending balances do not align with the ₹11,386.05 transaction amount."
T0001561,balance_inconsistency,27029.66,C3236269,C3518458,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3236269's starting/ending balances do not align with the ₹27,029.66 transaction amount."
T0001574,balance_inconsistency,183319.01,C3865591,C4141037,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3865591's starting/ending balances do not align with the ₹183,319.01 transaction amount."
T0001611,balance_inconsistency,17564.97,C7032031,C8095049,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7032031's starting/ending balances do not align with the ₹17,564.97 transaction amount."
T0001614,balance_inconsistency,140376.28,C2556495,C9421151,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2556495's starting/ending balances do not align with the ₹140,376.28 transaction amount."
T0001619,balance_inconsistency,84563.72,C3384893,C8564991,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3384893's starting/ending balances do not align with the ₹84,563.72 transaction amount."
T0001636,balance_inconsistency,63585.11,C6596127,M8568499,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6596127's starting/ending balances do not align with the ₹63,585.11 transaction amount."
T0001648,balance_inconsistency,139333.6,C8526205,C5904845,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C8526205's starting/ending balances do not align with the ₹139,333.60 transaction amount."
T0001650,balance_inconsistency,179358.96,C1163444,C3436669,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1163444's starting/ending balances do not align with the ₹179,358.96 transaction amount."
T0001659,balance_inconsistency,66692.0,C6577161,C4807320,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6577161's starting/ending balances do not align with the ₹66,692.00 transaction amount."
T0001677,balance_inconsistency,154736.38,C9318039,C4213918,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9318039's starting/ending balances do not align with the ₹154,736.38 transaction amount."
T0001678,balance_inconsistency,37414.91,C5631246,M7143037,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5631246's starting/ending balances do not align with the ₹37,414.91 transaction amount."
T0001686,balance_inconsistency,2632.89,C4671652,C9631915,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C4671652's starting/ending balances do not align with the ₹2,632.89 transaction amount."
T0001691,balance_inconsistency,107584.42,C6916705,C6738242,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6916705's starting/ending balances do not align with the ₹107,584.42 transaction amount."
T0001705,balance_inconsistency,258995.38,C9851770,C4992276,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9851770's starting/ending balances do not align with the ₹258,995.38 transaction amount."
T0001713,balance_inconsistency,107684.39,C6799911,C7049051,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6799911's starting/ending balances do not align with the ₹107,684.39 transaction amount."
T0001730,balance_inconsistency,56755.84,C9135758,M6074252,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9135758's starting/ending balances do not align with the ₹56,755.84 transaction amount."
T0001731,balance_inconsistency,88741.07,C7295410,C1045851,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7295410's starting/ending balances do not align with the ₹88,741.07 transaction amount."
T0001757,balance_inconsistency,165944.83,C6142588,C4212963,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6142588's starting/ending balances do not align with the ₹165,944.83 transaction amount."
T0001763,balance_inconsistency,59397.16,C6182065,M8909764,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6182065's starting/ending balances do not align with the ₹59,397.16 transaction amount."
T0001777,balance_inconsistency,207344.55,C3770159,M5609285,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3770159's starting/ending balances do not align with the ₹207,344.55 transaction amount."
T0001782,balance_inconsistency,27118.82,C9594084,C5642734,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9594084's starting/ending balances do not align with the ₹27,118.82 transaction amount."
T0001787,balance_inconsistency,12666.04,C5255918,C9548110,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5255918's starting/ending balances do not align with the ₹12,666.04 transaction amount."
T0001792,balance_inconsistency,31335.24,C3503019,M4600598,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3503019's starting/ending balances do not align with the ₹31,335.24 transaction amount."
T0001802,balance_inconsistency,25221.57,C3334958,C7343860,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3334958's starting/ending balances do not align with the ₹25,221.57 transaction amount."
T0001832,balance_inconsistency,91328.64,C1646399,C5903649,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1646399's starting/ending balances do not align with the ₹91,328.64 transaction amount."
T0001847,balance_inconsistency,198075.36,C5688967,C3834166,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5688967's starting/ending balances do not align with the ₹198,075.36 transaction amount."
T0001849,balance_inconsistency,49902.38,C1736319,C3240809,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1736319's starting/ending balances do not align with the ₹49,902.38 transaction amount."
T0001868,balance_inconsistency,222512.16,C7951176,M3371946,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7951176's starting/ending balances do not align with the ₹222,512.16 transaction amount."
T0001915,balance_inconsistency,148915.0,C3539987,M1526080,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3539987's starting/ending balances do not align with the ₹148,915.00 transaction amount."
T0001924,balance_inconsistency,51053.5,C2185793,C3464635,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2185793's starting/ending balances do not align with the ₹51,053.50 transaction amount."
T0001935,balance_inconsistency,75200.93,C4353371,M1626834,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C4353371's starting/ending balances do not align with the ₹75,200.93 transaction amount."
T0001955,balance_inconsistency,24685.0,C5757681,M9707329,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5757681's starting/ending balances do not align with the ₹24,685.00 transaction amount."
T0001961,balance_inconsistency,168381.14,C2282980,M1472601,DEBIT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2282980's starting/ending balances do not align with the ₹168,381.14 transaction amount."
T0001989,balance_inconsistency,111146.79,C5779239,C7017234,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5779239's starting/ending balances do not align with the ₹111,146.79 transaction amount."
T0001997,balance_inconsistency,51878.12,C3525760,M6812906,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3525760's starting/ending balances do not align with the ₹51,878.12 transaction amount."
T0000120,ml_anomaly,203488.93,C4956521,M8221259,PAYMENT,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹203,488.93 deviates significantly from C4956521's baseline behavior. Flagged for fraud review."
T0000121,ml_anomaly,225590.44,C7015625,C4977109,CASH_OUT,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹225,590.44 deviates significantly from C7015625's baseline behavior. Flagged for fraud review."
T0000132,ml_anomaly,202661.49,C1815097,C6861191,CASH_OUT,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹202,661.49 deviates significantly from C1815097's baseline behavior. Flagged for fraud review."
T0000184,ml_anomaly,205032.91,C5460632,C9681229,PAYMENT,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹205,032.91 deviates significantly from C5460632's baseline behavior. Flagged for fraud review."
T0000253,ml_anomaly,248496.5,C6945390,M6618680,TRANSFER,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹248,496.50 deviates significantly from C6945390's baseline behavior. Flagged for fraud review."
T0000286,ml_anomaly,154381.0,C6145551,M8443071,CASH_IN,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹154,381.00 deviates significantly from C6145551's baseline behavior. Flagged for fraud review."
T0000344,ml_anomaly,197217.0,C3303685,C9861264,PAYMENT,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹197,217.00 deviates significantly from C3303685's baseline behavior. Flagged for fraud review."
T0000527,ml_anomaly,317444.64,C9237401,M1574658,CASH_OUT,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹317,444.64 deviates significantly from C9237401's baseline behavior. Flagged for fraud review."
T0000804,ml_anomaly,200384.26,C8031645,C9164775,CASH_IN,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹200,384.26 deviates significantly from C8031645's baseline behavior. Flagged for fraud review."
T0000913,ml_anomaly,203107.31,C6327668,M1277147,CASH_IN,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹203,107.31 deviates significantly from C6327668's baseline behavior. Flagged for fraud review."
T0001032,ml_anomaly,261979.63,C3825040,C2549535,TRANSFER,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹261,979.63 deviates significantly from C3825040's baseline behavior. Flagged for fraud review."
T0001205,ml_anomaly,220421.46,C5635709,C4961436,CASH_OUT,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹220,421.46 deviates significantly from C5635709's baseline behavior. Flagged for fraud review."
T0001215,ml_anomaly,242799.65,C5564047,M3266796,CASH_OUT,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹242,799.65 deviates significantly from C5564047's baseline behavior. Flagged for fraud review."
T0001223,ml_anomaly,226232.49,C4751595,C1138230,CASH_IN,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹226,232.49 deviates significantly from C4751595's baseline behavior. Flagged for fraud review."
T0001294,ml_anomaly,222237.36,C5631663,M3223608,PAYMENT,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹222,237.36 deviates significantly from C5631663's baseline behavior. Flagged for fraud review."
T0001509,ml_anomaly,249106.22,C4000172,C5330208,TRANSFER,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹249,106.22 deviates significantly from C4000172's baseline behavior. Flagged for fraud review."
T0001536,ml_anomaly,352243.67,C1995665,C6675818,CASH_OUT,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹352,243.67 deviates significantly from C1995665's baseline behavior. Flagged for fraud review."
T0001583,ml_anomaly,270790.85,C6721401,M8438016,TRANSFER,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹270,790.85 deviates significantly from C6721401's baseline behavior. Flagged for fraud review."
T0001671,ml_anomaly,168095.43,C3409067,C9871004,CASH_IN,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹168,095.43 deviates significantly from C3409067's baseline behavior. Flagged for fraud review."
T0001948,ml_anomaly,274424.2,C3893796,C2820777,TRANSFER,,,ML model flagged unusual pattern – review for potential fraud,Freeze Sender Account,PENDING ADMIN APPROVAL,"Statistical outlier: ₹274,424.20 deviates significantly from C3893796's baseline behavior. Flagged for fraud review."
